Series	N	NF	Category	Starting Year		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
N 209	47	6	INDUSTRY    	1947	1	2592.5	2502.5	2480	2769	2822	2776	2802.5	2611.5	2785.5	2814	2744	2655.5	2817.5	2797	2743.5	2729	2694.5	2773	2935	3132	3259.5	3341	3609.5	4021.5	4190	4628	5151	4816	4493	5125.5	5604.5	5516	5158	4590	3810	3132.5	2593	2506	2194	2588.5	2307.5	2521.5	2500.5	2242.5	2113	2003	1948
N 210	41	6	INDUSTRY    	1953	1	517.5	688.5	844.5	1083	1095	1413	1563	1542	1566	1686	1728	3064.5	3294	3666	4512	5241	5425.5	5295	5530.5	5737.5	5799	5439	5479.5	5421	5689.5	5785.5	5890.5	5860.5	5515.5	5544	5727	6453	6670.5	7158	7582.5	7953	8154	8334	8056.5	7981.5	8032.5						
N 211	47	6	INDUSTRY    	1947	1	792	982.5	1023	1282.5	1519.5	1624.5	1780.5	1927.5	2214	2422.5	2481	2665.5	3187.5	3409.5	3508.5	3832.5	4143	4426.5	4606.5	4858.5	5167.5	5785.5	6684	6702	6852	7797	7932	7696.5	7296	7710	7783.5	7735.5	8715	8067	8025	8209.5	8260.5	8632.5	8754	8281.5	8824.5	9091.5	9133.5	8520	9244.5	9634.5	9382.5
N 212	47	6	INDUSTRY    	1947	1	2658	3435	3429	3269	3701	3940	4406	4425	4357	4938	5379	5033	5270	5100	5433	5535	5645	5735	5802	5957	5992	6285	6114	6355	6775	6117	6588	6950	7479	7077	8425	7846	7786	7453	7125	6283	5692	6206	5566	6094	5795	5616	5083	5668	5767	5491	5724
N 213	47	6	INDUSTRY    	1947	1	1561	1903.5	1704	1994.5	2379	2602	2640.5	2711.5	3012.5	3328.5	3343	3157	3394.5	3335	3483	3600.5	3825.5	3712	3827	3929	4024	4203.5	4242	4485.5	4560.5	4818	5151	4870	4843	5351	5981.5	5780.5	5754	4870.5	4769	4756.5	4482.5	4906	4904.5	5106	4983	5231.5	5290	5337.5	5405	5442	5698
N 214	47	6	INDUSTRY    	1947	1	4478	4663	4249	4252	4694	4539	4500	4168	4203	4267	4157	3634	3479	3321	3156	2957	2759	2668	2686	2640	2760	2758	2659	2575	2747	2925	3546	3905	4510	5040	6401	6086	6156	5784	4821	3904	3109	3262	3220	3243	3232	3387	3481	3466	3411	3267	3039
N 215	47	6	INDUSTRY    	1947	1	813	799.5	1098	1800	1788	1927.5	1972.5	1936.5	2280	2443.5	2599.5	2730	3339	3498	3649.5	3964.5	4092	4437	5178	5652	5938.5	6148.5	6924	8367	8665.5	9561	10143	8688	6697.5	7759.5	7441.5	7419	6301.5	5154	4381.5	4246.5	3828	3738	2794.5	3663	3091.5	3538.5	3444	2757	2481	2058	1984.5
N 216	47	6	INDUSTRY    	1947	1	561	711	705	873	990	930	999	1026	1308	1560	1602	1728	2061	2328	2367	2304	1692	3195	3204	3186	3345	3543	3705	3780	3906	3912	4104	3699	3402	3738	3858	3885	3723	3624	3444	2955	3588	3981	4278	4569	4911	5478	6066	5466	5868	6666	6381
N 217	47	6	INDUSTRY    	1947	1	5778.5	7290	7954.5	4955	7538	7477.5	8158.5	6809.5	7271	6575.5	5440	5717.5	7257.5	7132.5	7162.5	7432	7645	7574.5	7466.5	4781	3719.5	5458.5	4968.5	5056	5114.5	6634.5	6305.5	5664	4075.5	5173.5	7009	5274.5	7131	5413	7575	5763	3752	6272.5	6494	4719	7179.5	7492.5	5942	7532	8573	7893	8063
N 218	41	6	INDUSTRY    	1953	1	8219	6836.5	7349	6645	5474	5747.5	7263.5	7118.5	7141.5	7414	7647	7572	7470.5	4778	3722	5462.5	4995	5096	5238.5	6852	6487	5770	4151	5290.5	7194.5	5428	7314.5	5561	7823	5981.5	3885.5	6491	6716	4865.5	7380	7706	6098	7752.5	8807	8109	8088						
N 219	23	6	INDUSTRY    	1971	1	5718.5	5509.5	4593	4808.5	4919	4893	5428	4971.5	4923	5726.5	6141	6285	6496	5516.5	6239	6012	5520.5	6037.5	6477	6511	6679	6825	6994.5																								
N 220	23	6	INDUSTRY    	1971	1	1452	1612.5	696	738	163.5	706.5	2773.5	3103.5	2667	4569	6438	7002	7491	4449	3082.5	2895	2148	3220.5	3843	6241.5	8091	6715.5	3520.5																								
N 221	36	6	INDUSTRY    	1958	1	7066.2	6985.8	6735.3	6561.9	6008.7	5928.6	5948.1	5366.7	5513.7	4672.5	4342.2	4451.4	3804.9	3804.3	3549.9	3306.6	3105.6	2780.7	2796.3	2456.7	2363.7	2388.3	2174.1	2273.7	2204.7	2082.6	1943.1	1905.9	1753.2	1739.1	1770.3	1575.3	1807.8	1629.3	1749	1617.3											
N 222	47	6	INDUSTRY    	1947	1	1606.5	2520	2245.2	2106.3	2003.4	2271.6	2196	2063.4	2189.4	2343.6	2320.8	2557.5	2914.5	2977.2	2741.7	2748.3	3062.7	2655.3	3112.5	3175.8	3703.8	3390.6	3571.8	3164.1	4302.9	4252.2	4321.2	3582.6	4451.1	4792.8	4957.2	5538.6	6041.7	5059.5	6186.9	6275.4	3180.9	5846.4	6763.5	6268.2	5434.2	3755.7	5734.8	6045.9	5695.8	7225.5	4834.5
N 223	47	6	INDUSTRY    	1947	1	7933	6907	6449	5850	4985	5294	7013	7573	7499	7843	7324	5672	4875	5260	5005	4980	4535	4820	5076	4432	4002	3876	3637	3024	2807	2421	1808	2355	3894	4438	4696	3620	2499	2294	2478	2729	2798	3030	3168	3195	2679	2411	2100	1742	1398	1336	1160
N 224	47	6	INDUSTRY    	1947	1	3104.8	2598.8	2644.4	2620.6	2375.8	2633	3525.8	3695.2	3811.2	4037.2	3890.8	3528.4	3491.6	3878.8	3993.6	4067.8	4332.4	5026.6	5322.8	5463.8	5556	5918.4	6107.2	6158.6	6283.8	6453.4	6104.2	6663.8	7380.8	7798.4	7743.4	7389.6	6300.8	6328.4	6563.8	6781.4	6963.2	7176	6953	7182.6	6893.6	6809.6	6602	6478.2	6377.4	6418.8	6519
N 225	47	6	INDUSTRY    	1947	1	4911.6	4761.5	5303.2	5696.4	6205.4	6245.1	5381.3	5289.4	6137	6574.8	6068.2	5946.2	6870.8	6615.3	6563.2	6777	7157.7	7166.7	6370.8	6372.9	7091.5	7478.9	7568.2	7818.7	8666.7	7875.9	7226.4	7707.1	6492.6	7045.4	7401.9	7413.9	8542.5	9188.2	8785	7932.8	8476.2	8247.8	8197.4	7729	7891.3	8551.6	8632.8	8290.1	8595.2	9261.3	9099.3
N 226	44	6	INDUSTRY    	1950	1	4072.6	4043.8	4274.6	4638.4	4761	5094.2	5328.6	5113.4	4875.6	5203.4	5403.2	5487.6	5578.2	5903.2	6337.4	6127.2	6424.8	6750.6	6963.4	6982.8	7163.6	7472.6	7328	6899	7464.6	7242.6	7812	7834.4	7623.8	7445	7718	7735	7453.2	7794.8	7797.4	7826.2	7810	7688.4	7952.6	7883.6	7721.2	7916.8	8159	8101.2			
N 227	44	6	INDUSTRY    	1950	1	3115.5	2856.3	3125.1	4051.8	4245.6	4410	4689.3	4588.2	4225.8	4248.6	4619.7	4767	4760.1	5068.8	5689.5	5778.3	6106.5	6222	6407.4	6480	6609	6663.9	6794.1	6423.9	6985.8	7350	7944	7734	7383	6501.3	6554.7	6788.7	6836.7	7046.1	7168.5	7216.5	7416.6	7146.3	7143.3	6995.7	6885	6966.9	6980.1	6941.7			
N 228	43	6	INDUSTRY    	1950	1	4698.5	5095	5160.5	4485.5	4466	5013.5	5142	4789.5	4809	5565.5	5431.5	5365	5614.5	5931.5	6009.5	5368	5565	6188.5	6433.5	6387	6624	7303	6730	6289	6791.5	5657	6109.5	6525.5	6604.5	7635	8215.5	7859.5	7060.5	7560	7360	7363	6999	7156	7811.5	7878.5	7649.5	8000	8592				
N 229	47	6	INDUSTRY    	1947	1	6321	5940	5907	6090	6996	6768	6177	6732	6579	6528	5004	5208	5388	5832	6183	6945	7032	6684	5565	5655	5904	5130	5409	5718	5115	5247	5226	5970	6546	6411	5742	6075	4581	5358	6192	5982	4287	5184	4536	3483	3567	4110	4101	4878	4992	5166	4845
N 230	47	6	INDUSTRY    	1947	1	4729.05	5130.95	4314.8	4980.7	5918.45	4974.25	5994.15	3968.95	5232.55	4972.15	5392.3	3439.6	3062	4510.25	3623.5	3648.9	3738.85	4309.65	4441.9	4579.45	4276.3	4361.95	4487.05	4559.8	4102.7	3832.05	4453.6	4285.25	4006.4	4063.65	2832.1	4144.4	4354.35	3536.35	3717.25	1800	1908.15	2604.45	2476.55	1974.2	2378.3	2867.35	2951.6	2820.4	2775.8	2779.65	2747.45
N 231	38	6	INDUSTRY    	1955	1	4599	5596	5082	3630	3014	5353	5063	5992	6925	7074	7198	7903	6039	6032	5517	5582	3110	2129	2791	2360	2579	2960	2177	4280	5230	5780	5635	3229	3841	5073	7249	6605	6219	5286	5365	3199	4045	5056									
N 232	44	6	INDUSTRY    	1950	1	4062	4555	4278	4458	2737	4819	4321	3945	2429	2870	2821	2548	2766	3152	4229	4528	3806	4061	4821	6373	7387	4962	4917	5749	5509	3911	4384	3991	5070	4995	5342	5703	3694	3860	4407	4345	4954	5456	5975	6236	6313	6872	6305	7357			
N 233	44	6	INDUSTRY    	1950	1	4540	5321	4373	5365	4889	5128	5783	7387	4405	4431	5259	4735	4739	5316	6085	6798	6764	6133	6149	6244	6060	5666	5656	7081	7210	5121	4187	4382	5027	5596	5207	5211	3563	3622	4156	4698	4528	5120	5209	5355	6093	5722	5518	5809			
N 234	44	6	INDUSTRY    	1950	1	5703	6469	5984	6741.5	4650.5	6477.5	6610.5	5643	4387.5	5307.5	5301	5036	5497	5832.5	6599.5	7244	7261.5	6526.5	6830	7177	7288.5	7078	7759	9085	9257	6683.5	7117	7710	8457.5	8800.5	6629	7337	5406.5	5833	6616	6334	6085.5	6787.5	7244.5	7085.5	7363.5	6607	6109.5	7152.5			
N 235	47	6	INDUSTRY    	1947	1	3992	4062	3198	4008.5	4465.5	4056	4661.5	3127.5	4399	4420	3783.5	2823.5	3468	3457.5	3189.5	3583	3784	4200.5	4672	4563	3980.5	4248.5	4329.5	4053.5	4089.5	4649.5	5381.5	5530.5	4073	4332	4681	5022.5	4979	3455.5	4182	2395	3099.5	3627.5	3513.5	3279.5	3619	3917	3808.5	3939	3451	2614.5	3862
N 236	44	6	INDUSTRY    	1950	1	1674	1900	1813	1849	1751	2165	2519	2300	2035	2173	2214	2442	2389	2683	3229	3150	3276	3249	3241	3659	4891	4521	4454	5135	5089	3666	3876	4179	4704	5303	4684	4612	4049	4275	4432	4326	4299	4918	5092	5015	5305	4934	4781	4963			
N 237	44	6	INDUSTRY    	1950	1	3250	3872	3844	4388	2420	3756	3472	2638	2046	2818	2770	2342	2690	2638	2934	3754	3998	3466	3630	3846	2980	2756	3350	4322	4502	2972	3236	3588	4168	4490	3170	3262	2030	2394	2968	2510	2514	2722	2998	2944	2972	2652	2294	3102			
N 238	44	6	INDUSTRY    	1950	1	5314	5592	5063	5410	5660	6402	6330	5937	6109	5833	6042	6122	6065	5858	6083	6659	5828	6591	7267	6555	7243	6811	6135	7316	7528	5687	6436	6382	6100	6310	5709	4927	4321	4308	4062	3772	3802	3988	4069	4126	4032	4040	3927	4123			
N 239	44	6	INDUSTRY    	1950	1	2484.2	2527.7	2058.3	2699.8	2177.9	3235.3	2944.6	2559.5	2214.1	2694.7	2900.1	2576	2848	3104.2	3422.2	3673.3	3546.8	3257.4	3662.4	3811.1	3510.1	3557.4	3986.2	4937	4499.1	3076.3	4230.3	4168.7	4360.9	4350.7	3359.5	3692.4	2791.4	3479.2	3680.6	3706.9	3668.6	3927.9	4063.9	4126.1	3978.4	3624.4	3952.1	4338.5			
N 240	44	6	INDUSTRY    	1950	1	4797.5	4911.5	4079	5751.5	4893	7584	6658.5	5939.5	5163	6375.5	7233	6076.5	6755	7255	7849.5	8285.5	7986	7354.5	8168	8213.5	7125	7449	8061.5	10188.5	9137.5	6420.5	9132.5	8842	8910.5	8642	6656.5	7198	5566	6890.5	6832	6787	6625	6929.5	6935.5	6927	6599.5	5678	6380	6435.5			
N 241	47	6	INDUSTRY    	1947	1	711	696	420	297	168	111	114	91.5	130.5	192	208.5	148.5	141	264	372	571.5	753	982.5	985.5	1264.5	1398	1648.5	1962	1986	2047.5	2104.5	2943	3213	2544	3027	2878.5	2704.5	3615	4404	3835.5	2844	2499	3054	2374.5	2766	3871.5	5137.5	6693	6565.5	7630.5	8307	9024
N 242	46	6	INDUSTRY    	1947	1	2512	2271	2044	1875	1313	1276	1809	1767	2021	2241	2018	1934	2123	2501	2556	2629	2740	3185	4037	4458	3689	3779	4528	4641	3635	3840	4220	4508	4418	3403	3496	4201	4985	5151	4916	3057	4015	2988	3775	4059	4148	4464	4800	4408	4178	4332	
N 243	46	6	INDUSTRY    	1947	1	4475	4960	5160	6485	4479	5683	6202	5430	5465	5445	5431	4606	5214	4771	4178	4366	4913	5305	4752	5413	5843	6502	3766	3576	3318	3843	3861	5513	2994	4966	4792	5511	3413	5518	5025	5187	7147	6527	4832	6675	6573	6261	4577	4413	4420	5096	
N 244	46	6	INDUSTRY    	1947	1	2034	3390	3753	4317	3252	4722	3730.5	2926.5	2752.5	2595	2208	1795.5	2913	1942.5	910.5	1344	1611	1873.5	1869	2214	4467	5446.5	1783.5	1797	2206.5	2583	2719.5	4267.5	1998	5226	5361	6306	3268.5	6897	5389.5	3897	7296	7819.5	5860.5	7546.5	7734	5856	4501.5	3925.5	4329	4336.5	
N 245	47	6	INDUSTRY    	1947	1	5784	5715	5381	5655	6180	6042	4966	4295	4669	4920	4824	3738	3858	3950	4213	4586	4801	5215	5544	5194	4984	4803	5018	4846	4559	4339	4344	4535	4258	4395	4079	3027	2673	3171	3124	3032	2753	2528	2265	2030	2163	2443	2759	5154	5178	5234	4884
N 246	46	6	INDUSTRY    	1947	1	671.5	810	997	1117.5	1300	1404	1643.5	1339.5	1797	2357	1530.5	1333	1615	1349	1188	1283.5	1572	1963	2141.5	2380	1889	2267	2378	2323	2398	2730.5	3453	4524	5557.5	5128.5	7021.5	6884.5	6611	6530.5	7849.5	3886.5	3168	3927	3143.5	4106	4879.5	5725.5	5818.5	5463	4993.5	3878	
N 247	32	6	INDUSTRY    	1961	1	3285	3189	3596	4969	5613	6518	3148	2397	5558	5099	4334	5380	6273	5600	6039	5773	8984	9746	8267	6895	5664	3430	4006	5602	7080	5999	4701	4745	4237	4081	2605	3440															
N 248	47	6	INDUSTRY    	1947	1	1900.5	1680.5	1445	1765	1364.5	1421	1389	1329	1635	1861	1595	1647.5	1710.5	1656.5	1641.5	1856	2123	2253.5	2553.5	2791.5	2838.5	3326.5	3567	3691	3986.5	4168.5	4562	4235	3908.5	4642.5	4696	4568	4337	3719.5	3892.5	3768	3971	4370	4633.5	4830	5208.5	5326	5686.5	5541	5485	6203	6426.5
N 249	23	6	MACRO       	1970	1	3065.5	3219.5	3297	3523.5	3593.5	3675	3828	3858	4011	4169	4264.5	4423	4416	4448	4778	5000	5094	5318.5	5552	5807.5	5884	5826	5932.5																								
N 250	23	6	MACRO       	1970	1	3275.5	3443	3656.5	3835.5	3986.5	3972	4154	4342.5	4345	4551	4684	4670.5	4720.5	4814.5	4880	5000	5059	5143	5352	5556	5810.5	5983.5	6074																								
N 251	23	6	MACRO       	1970	1	2772.5	2932	3100	3339	3486	3576.5	3797	3934.5	4114.5	4273.5	4337	4496.5	4351.5	4489.5	4772.5	5000	5166	5381	5649	5780	5752	5654	5704																								
N 252	23	6	MACRO       	1970	1	3350	3510	3665.5	3865	3985	3974	4142.5	4276	4419.5	4562.5	4636.5	4691	4810.5	4844	4907.5	5000	5126	5241.5	5477	5710	5855	5897.5	5977																								
N 253	23	6	MACRO       	1970	1	3618	3723.5	3884	4075	4090.5	4033	4231.5	4360	4493	4680	4730	4740	4690	4762	4895.5	5000	5110.5	5177.5	5363.5	5548.5	5841.5	6061	6129.5																								
N 254	22	6	MACRO       	1970	1	2953.5	3164	3445	3697	3562.5	3778	4018.5	4156.5	4434.5	4598.5	4679	4681.5	4700	4719	4848.5	5000	5081	5047	5252.5	5435	5432	5530.5																									
N 255	23	6	MACRO       	1970	1	3237.5	3294.5	3386	3619	3805.5	3710	3951.5	4086	4234.5	4481	4664.5	4690.5	4700.5	4746	4873.5	5000	5146	5307.5	5523	5685.5	5807	5879.5	5934.5																								
N 256	23	6	MACRO       	1970	1	2663.5	2779.5	3012.5	3242.5	3216	3310.5	3450	3614.5	3793.5	4007.5	4146.5	4287	4433	4556.5	4753.5	5000	5132	5354.5	5688.5	5963	6248.5	6502.5	6602																								
N 257	23	6	MACRO       	1970	1	3488	3635.5	3755.5	3932	4088	4084	4293	4395.5	4609.5	4720	4762.5	4729	4660.5	4725	4874	5000	5100.5	5149	5283.5	5531	5745.5	5874.5	5963																								
N 258	23	6	MACRO       	1970	1	2669.5	2791.5	2936	3056.5	3215	3349	3577.5	3705.5	3878	4073	4246	4283	4295	4493.5	4751.5	5000	5210	5317	5295	5325.5	5419.5	5519.5	5679																								
N 259	23	6	MACRO       	1970	1	3780	3816	3903	4058	4188	4295	4340	4271	4346	4512.5	4588	4587.5	4633.5	4714.5	4905.5	5000	5114.5	5275.5	5394.5	5522.5	5598	5504.5	5412																								
N 260	23	6	MACRO       	1970	1	4069.5	4243.5	4390.5	4529	4582.5	4275	4239	4339	4364.5	4471	4667	4734	4690	4737.5	4821	5000	5143.5	5247.5	5400	5608.5	5737.5	5731	5695.5																								
N 261	23	6	MACRO       	1970	1	3736.5	3811	3945	4232	4159.5	4128	4242	4341.5	4498	4625.5	4526.5	4467	4543	4709.5	4819	5000	5207	5457.5	5698	5818	5848.5	5718	5682																								
N 262	23	6	MACRO       	1970	1	3360	3464	3630	3818.5	3794.5	3764	3949.5	4128	4326.5	4435.5	4412	4490	4393	4564	4846.5	5000	5145.5	5304	5512.5	5652.5	5698.5	5632.5	5751																								
N 263	23	6	MACRO       	1970	1	2997	3107	3241	3455.5	3579.5	3703	3806	3856.5	3987	4111.5	4259	4442	4562	4627	4763.5	5000	5073	5188.5	5387.5	5648	5773	5817.5	6002.5																								
N 264	23	6	MACRO       	1970	1	3140	3351	3555	3746	3858	3983.5	4164.5	4391	4326.5	4517	4585	4600	4655.5	4887.5	4883.5	5000	5088.5	5248	5437.5	5625.5	5838.5	5977.5	6107.5																								
N 265	23	6	MACRO       	1970	1	2722	2883.5	3100.5	3332.5	3525.5	3691.5	3932.5	4057	4195	4316.5	4410.5	4512.5	4392.5	4543.5	4753	5000	5220.5	5448	5691	5874.5	5930.5	5832	5893																								
N 266	23	6	MACRO       	1970	1	3221.5	3380.5	3547	3736	3782	3890	4080	4192	4347	4478.5	4532	4625.5	4786	4830	4882.5	5000	5196	5344	5518	5687	5854	5936.5	6040																								
N 267	23	6	MACRO       	1970	1	3532	3722	3896.5	4015	4041	4167.5	4311.5	4519.5	4690	4835	4890.5	4864	4781.5	4847	4923.5	5000	5171.5	5341	5471	5635	5933.5	6144.5	6195.5																								
N 268	22	6	MACRO       	1970	1	2883	3043.5	3256	3504	3527.5	3720.5	3918	4097.5	4330.5	4444.5	4451.5	4542.5	4719	4731.5	4812	5000	5033	5084.5	5264.5	5489	5600.5	5668.5																									
N 269	23	6	MACRO       	1970	1	3005	3111.5	3230.5	3452	3580.5	3598.5	3786.5	3938	4065.5	4356	4603.5	4673.5	4729.5	4762	4856	5000	5185	5401.5	5626.5	5826	5970	6109	6219.5																								
N 270	23	6	MACRO       	1970	1	2684	2834	3091	3371.5	3369	3521.5	3630.5	3780	3985	4245	4290.5	4358	4550.5	4707.5	4836.5	5000	5169	5387.5	5670	5913.5	6146	6282	6390																								
N 271	23	6	MACRO       	1970	1	3481.5	3596.5	3722.5	3871	4014.5	4147	4367	4572.5	4843	4988.5	4988.5	4863	4803.5	4842.5	4884.5	5000	5159	5325.5	5370.5	5558	5785.5	5973.5	6072																								
N 272	23	6	MACRO       	1970	1	2973	3109	3201	3294	3421	3596	3814.5	4079	4017	4143	4242.5	4288.5	4370	4435.5	4552.5	5000	5284	5231	5089.5	4944.5	5086	5070.5	5144.5																								
N 273	23	6	MACRO       	1970	1	4201.5	4198	4338	4444	4598.5	4729	4926.5	4874.5	4841	4956.5	4914	4889.5	4917.5	4799.5	4869	5000	5243	5496	5639.5	5717	5709	5752.5	5645																								
N 274	23	6	MACRO       	1970	1	3909.5	4096	4319	4440	4422	4302	4353.5	4484	4580.5	4632	4752.5	4775.5	4774	4853.5	4929.5	5000	5141	5247.5	5360	5479.5	5561.5	5643	5626.5																								
N 275	23	6	MACRO       	1970	1	3574.5	3690	3921	4130	4070	4053.5	4071.5	4053	4282	4468.5	4472	4476	4521	4725.5	4817.5	5000	5321	5614	6031	6232.5	6274	6145	6156																								
N 276	23	6	MACRO       	1970	1	3164	3269	3452	3606	3583.5	3659.5	3851	4007	4173	4271.5	4269.5	4321.5	4368	4570	4791	5000	5180	5325	5517.5	5623.5	5688.5	5654	5782																								
N 277	23	6	MACRO       	1970	1	2656	2740.5	2837	3042.5	3218.5	3486.5	3698.5	3788.5	3985	4022.5	4177	4325	4306	4535	4744	5000	5220	5326	5506.5	5688	5932	6171	6341.5																								
N 278	23	6	MACRO       	1970	1	3200	3305	3441	3543.5	3745.5	3894.5	4060.5	4192.5	4331	4460	4578.5	4680.5	4788	4894	4904.5	5000	5083	5103.5	5120	5160.5	5222	5359.5	5472																								
N 279	23	6	MACRO       	1970	1	3144.5	3282	3371	3566.5	3767	4011	4089.5	4277	4348.5	4373.5	4497.5	4611	4720.5	4789	4847	5000	5078.5	5166	5379	5577	5741.5	5849	5944.5																								
N 280	23	6	MACRO       	1970	1	3186.5	3313.5	3431	3547.5	3589	3743.5	3898.5	3991.5	4196	4321.5	4430	4567	4737	4834.5	4890	5000	5086	5230	5409	5434.5	5542.5	5680.5	5832																								
N 281	23	6	MACRO       	1970	1	3356.5	3527.5	3675	3858.5	4011.5	4166	4231.5	4290.5	4457	4606	4726.5	4811.5	4769	4778.5	4899	5000	5128.5	5206.5	5320	5234	5355.5	5381.5	5514																								
N 282	22	6	MACRO       	1970	1	2293	2406.5	2542.5	2715.5	3043.5	3406.5	3581.5	3815.5	3949	4180	4188.5	4474	4576.5	4702.5	4845.5	5000	4959	5003	5238.5	5460	5451.5	5411.5																									
N 283	23	6	MACRO       	1970	1	3195.5	3363	3533	3624	3715.5	3807	3895	4002.5	4143.5	4267.5	4358	4456.5	4572.5	4729	4837	5000	5128	5305	5455	5500.5	5566.5	5648.5	5708.5																								
N 284	23	6	MACRO       	1970	1	2714.5	2857.5	3012	3172.5	3274	3529.5	3687.5	3838	4033.5	4208.5	4347.5	4556	4648	4787	4916	5000	5222.5	5245	5358	5467	5570	5665.5	5800																								
N 285	23	6	MACRO       	1970	1	3709.5	3871.5	3902	3933.5	4020	4185	4356.5	4524	4633	4763	4791.5	4886	4916.5	4974	4938.5	5000	5123	5231.5	5305	5386	5497.5	5585	5610.5																								
N 286	23	6	MACRO       	1970	1	2442.5	2589.5	2707	2854.5	2969.5	3160	3393	3560.5	3758	3891.5	4102.5	4353.5	4521.5	4729	4842.5	5000	5107.5	5312.5	5344.5	5484	5593.5	5729.5	5892																								
N 287	23	6	MACRO       	1970	1	3339.5	3423.5	3514.5	3614.5	3719	3888	4024	4144	4276.5	4481	4583.5	4688	4735.5	4772.5	4882	5000	5069.5	5127	5163	5272.5	5412	5498	5517																								
N 288	23	6	MACRO       	1970	1	3547.5	3754	3868	3989.5	4075	4105.5	4229	4247	4333	4401.5	4443	4556.5	4606	4783.5	4842.5	5000	5185	5279	5505.5	5734	6002.5	6169.5	6326																								
N 289	23	6	MACRO       	1970	1	3777.5	3889.5	4054	4229.5	4308.5	4549	4605	4529	4634	4727	4801.5	4816	4855.5	4951.5	4999	5000	5088	5151	5181.5	5229	5398.5	5574.5	5561.5																								
N 290	23	6	MACRO       	1970	1	4105	4031	4014	3960.5	4029	4078.5	4052.5	4082	4161.5	4237	4328.5	4384	4448	4572.5	4714.5	5000	5259	5419	5452	5560	5716	5784.5	5764.5																								
N 291	23	6	MACRO       	1970	1	3392.5	3628.5	3586	3756.5	3649.5	3657	3850	3794.5	3931.5	4087.5	4275.5	4690	4562.5	4158	4559.5	5000	4868	4990.5	5416	5929.5	5494.5	4915	4783																								
N 292	23	6	MACRO       	1970	1	3668.5	4174	4680.5	4697	4883.5	4641.5	4819	5064	4858	5028.5	5178.5	5107	4690	4663.5	4762	5000	5184	5345.5	5668.5	6016	6362	6676.5	6750																								
N 293	23	6	MACRO       	1970	1	2466	2659.5	2774.5	3049.5	3252	3441	3600	3675	3789	4112.5	4527.5	5061	4505	4472.5	4568	5000	5310.5	5884.5	6489	6876.5	6611.5	6364.5	6324																								
N 294	23	6	MACRO       	1970	1	4161.5	4463.5	4732.5	5133	5199	4863.5	5022.5	4931	5034.5	5192.5	5328.5	5228	5156	4972.5	4843	5000	5224.5	5477	6002.5	6475	6661.5	6563.5	6414																								
N 295	23	6	MACRO       	1970	1	4674	4949.5	5084	5075.5	4587	4345	4489	4665.5	4864.5	5205.5	5331.5	5078.5	4795.5	4954	4966.5	5000	5172	5273	5505	5856.5	6394	6813.5	6861																								
N 296	22	6	MACRO       	1970	1	4290	4890.5	5644.5	6076.5	4523	4532.5	4841.5	5218	5530.5	6017.5	5628	5206	5105.5	5039	4753.5	5000	4689	4451	4846.5	5332.5	5635	5523																									
N 297	23	6	MACRO       	1970	1	4316.5	4310	4359.5	4731	4824	4481	4464	4538.5	4566	4814	5225	5061.5	4824.5	4795.5	4968	5000	5111	5366.5	5739	5986.5	6212.5	6252	6162.5																								
N 298	23	6	MACRO       	1970	1	3193	3333.5	3657	4082.5	3742.5	3707	3807.5	3912.5	4217.5	4479.5	4480	4587.5	4581	4537	4748	5000	5238	5739	6423	7019	7640	7870.5	7793																								
N 299	23	6	MACRO       	1970	1	4745.5	4817.5	4707	4904	4708	4502.5	4404.5	4844	5213	5126	5079.5	4550.5	4362.5	4451.5	4685	5000	5392.5	5437	5682.5	5963	6175	6178.5	6294.5																								
N 300	23	6	MACRO       	1970	1	3266	3878	3719.5	4226.5	4442	4971.5	5475	5674.5	5026	4746.5	4697	5524	4936.5	5234.5	5744.5	5000	6057	6063	6109.5	5841	4338.5	4370.5	4548																								
N 301	23	6	MACRO       	1970	1	4360.5	4335.5	4516	4636.5	4496	4635	4721	4582	4268.5	4459	4613	4337.5	4315.5	4399.5	4703.5	5000	5049.5	5447.5	5772.5	6448	6491	5904	5254																								
N 302	23	6	MACRO       	1970	1	3994.5	4394	4622	4770	4552	3949.5	3544.5	3594.5	3794.5	3986	4377.5	4495	4380	4560	4748.5	5000	5394.5	5795.5	6197.5	6555.5	6724	6559	6122																								
N 303	23	6	MACRO       	1970	1	4272	4351	4341	4624.5	4512	4422.5	4496.5	4416.5	4549.5	4676.5	4425.5	4001.5	4218	4430.5	4808	5000	5121	5613	6412	6876	6666	6008.5	5970																								
N 304	23	6	MACRO       	1970	1	2927.5	3182.5	3520.5	3826.5	3537	3119	3420.5	3911.5	4333.5	4532.5	4163.5	4189.5	3854.5	4110.5	4763.5	5000	5018.5	4994.5	5204.5	5210	5063	4631	4888.5																								
N 305	23	6	MACRO       	1970	1	2596	2817.5	2985.5	2927.5	2843.5	3127.5	3392	3422.5	3536	3954	3893	3733	4087	3889.5	4516.5	5000	5230	5839.5	6011	6206.5	6720.5	7586	7943.5																								
N 306	23	6	MACRO       	1970	1	2035.5	2166	2386	2515.5	2785	2718	3019	3146.5	3377.5	3771	3967	4160.5	4273	4409	4677.5	5000	4864.5	4980	5429	5987	6470.5	7004	7025.5																								
