,row_number,Date,Date_Normalized,RelDiff_Ozone,Ozone,RelDiff_Ozone_ConstantTrend_residue,RelDiff_Ozone_ConstantTrend_residue_zeroCycle,RelDiff_Ozone_ConstantTrend_residue_zeroCycle_residue,RelDiff_Ozone_ConstantTrend_residue_bestCycle_byL2,RelDiff_Ozone_ConstantTrend_residue_bestCycle_byL2_residue,RelDiff_Ozone_ConstantTrend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_ConstantTrend_residue_Seasonal_MonthOfYear_residue,RelDiff_Ozone_Lag1Trend_residue,RelDiff_Ozone_Lag1Trend_residue_zeroCycle,RelDiff_Ozone_Lag1Trend_residue_zeroCycle_residue,RelDiff_Ozone_Lag1Trend_residue_bestCycle_byL2,RelDiff_Ozone_Lag1Trend_residue_bestCycle_byL2_residue,RelDiff_Ozone_Lag1Trend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_Lag1Trend_residue_Seasonal_MonthOfYear_residue,RelDiff_Ozone_LinearTrend_residue,RelDiff_Ozone_LinearTrend_residue_zeroCycle,RelDiff_Ozone_LinearTrend_residue_zeroCycle_residue,RelDiff_Ozone_LinearTrend_residue_bestCycle_byL2,RelDiff_Ozone_LinearTrend_residue_bestCycle_byL2_residue,RelDiff_Ozone_LinearTrend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_LinearTrend_residue_Seasonal_MonthOfYear_residue,RelDiff_Ozone_PolyTrend_residue,RelDiff_Ozone_PolyTrend_residue_zeroCycle,RelDiff_Ozone_PolyTrend_residue_zeroCycle_residue,RelDiff_Ozone_PolyTrend_residue_bestCycle_byL2,RelDiff_Ozone_PolyTrend_residue_bestCycle_byL2_residue,RelDiff_Ozone_PolyTrend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_PolyTrend_residue_Seasonal_MonthOfYear_residue,Exog2,Exog3,Exog4=E,Exog4=F,Exog4=C,Exog4=D,Exog4=B,Exog5=K,Exog5=L,Exog5=M,Exog5=N
79,79,1961-08-01,0.4876267748478702,0.0,4.2,-0.007256161681490011,0.0,-0.007256161681490011,-0.010896649277893421,0.0036404875964034106,-0.010896649277893421,0.0036404875964034106,0.009433962264150926,0.0,0.009433962264150926,0.0008562918634286236,0.008577670400722302,-0.04996515509212999,0.059399117356280916,-0.007287324152311764,0.0,-0.007287324152311764,-0.010927890548642943,0.0036405663963311784,-0.010927890548642943,0.0036405663963311784,-0.0037056133253885303,0.0,-0.0037056133253885303,-0.010565345129487239,0.006859731804098709,-0.010565345129487239,0.006859731804098709,-0.39101037450630677,-0.40016772880261053,0,0,1,0,0,0,0,1,0
80,80,1961-09-01,0.49391480730223125,-0.02857142857142856,3.9,-0.03582759025291857,0.0,-0.03582759025291857,0.003336386023311113,-0.03916397627622968,0.003336386023311113,-0.03916397627622968,-0.02857142857142856,0.0,-0.02857142857142856,-0.0028182933128058857,-0.025753135258622675,0.014233035301204537,-0.0428044638726331,-0.03584287453829489,0.0,-0.03584287453829489,0.003321022938007029,-0.03916389747630192,0.003321022938007029,-0.03916389747630192,-0.03224719296371472,0.0,-0.03224719296371472,0.003664872223649497,-0.035912065187364214,0.003664872223649497,-0.035912065187364214,-0.39101037450630677,-1.0459829742959326,0,0,1,0,0,0,1,0,0
81,81,1961-10-01,0.5,0.0,3.9,-0.007256161681490011,0.0,-0.007256161681490011,-0.031628582947411395,0.024372421265921384,-0.031628582947411395,0.024372421265921384,0.02857142857142856,0.0,0.02857142857142856,-0.020460997427317794,0.049032425998746354,-0.03496496897072251,0.06353639754215107,-0.007256079980951404,0.0,-0.007256079980951404,-0.03162858004680055,0.02437250006584915,-0.03162858004680055,0.02437250006584915,-0.003650064477689334,0.0,-0.003650064477689334,-0.0313060097843529,0.027655945306663564,-0.0313060097843529,0.027655945306663564,-1.034795132531842,-1.0459829742959326,0,0,1,0,0,0,0,1,0
82,82,1961-11-01,0.506288032454361,-0.1372549019607843,2.5,-0.1445110636422743,0.0,-0.1445110636422743,-0.11923454084226534,-0.02527652280000897,-0.11923454084226534,-0.02527652280000897,-0.1372549019607843,0.0,-0.1372549019607843,0.0404510200973577,-0.177705922058142,-0.08760595789485395,-0.049648944065930345,-0.14449510375629027,0.0,-0.14449510375629027,-0.11921865975620906,-0.025276444000081208,-0.11921865975620906,-0.025276444000081208,-0.14088173495143624,0.0,-0.14088173495143624,-0.11892140274487781,-0.021960332206558436,-0.11892140274487781,-0.021960332206558436,-1.034795132531842,-1.0459829742959326,0,0,0,0,1,1,0,0,0
83,83,1961-12-01,0.5123732251521298,-0.034090909090909075,2.2,-0.04134707077239909,0.0,-0.04134707077239909,-0.09336251326456961,0.05201544249217052,-0.09336251326456961,0.05201544249217052,0.10316399286987522,0.0,0.10316399286987522,-0.014100352048790484,0.1172643449186657,0.025872027577695723,0.0772919652921795,-0.04131574490050012,0.0,-0.04131574490050012,-0.0933312661925984,0.052015521292098285,-0.0933312661925984,0.052015521292098285,-0.03769850916401456,0.0,-0.03769850916401456,-0.09306175488364608,0.055363245719631526,-0.09306175488364608,0.055363245719631526,-1.034795132531842,-1.6917982197892545,0,0,1,0,0,0,0,0,1
84,84,1962-01-01,0.5186612576064908,0.023529411764705837,2.4,0.016273250083215826,0.0,0.016273250083215826,-0.045453228768752976,0.0617264788519688,-0.045453228768752976,0.0617264788519688,0.057620320855614915,0.0,0.057620320855614915,0.0008562918634286236,0.05676402899218629,0.04175883081131097,0.01586149004430395,0.016320454140560225,0.0,0.016320454140560225,-0.04549964746844742,0.06182010160900764,-0.04549964746844742,0.06182010160900764,0.019938295497465293,0.0,0.019938295497465293,-0.04563474448641186,0.06557303998387715,-0.04563474448641186,0.06557303998387715,-1.6785798905573774,-1.0459829742959326,1,0,0,0,0,0,0,0,1
85,85,1962-02-01,0.5249492900608519,-0.0574712643678161,1.9,-0.0647274260493061,0.0,-0.0647274260493061,0.023765586344338414,-0.08849301239364452,0.023765586344338414,-0.08849301239364452,-0.08100067613252193,0.0,-0.08100067613252193,-0.0028182933128058857,-0.07818238281971604,0.06921881511309139,-0.15021949124561332,-0.06466434380651628,0.0,-0.06466434380651628,0.023735045830089403,-0.08839938963660568,0.023735045830089403,-0.08839938963660568,-0.061049375888681194,0.0,-0.061049375888681194,0.023579166463807227,-0.08462854235248843,0.023579166463807227,-0.08462854235248843,-1.034795132531842,0.24564751669071144,0,0,0,1,0,1,0,0,0
86,86,1962-03-01,0.5306288032454362,0.024390243902439056,2.1,0.017134082220949046,0.0,0.017134082220949046,0.06754400305251901,-0.05040992083156996,0.06754400305251901,-0.05040992083156996,0.08186150827025515,0.0,0.08186150827025515,-0.020460997427317794,0.10232250569757295,0.043778416708180605,0.038083091562074546,0.01721150605059281,0.0,0.01721150605059281,0.06752795046784694,-0.050316444417254136,0.06752795046784694,-0.050316444417254136,0.020820860300817853,0.0,0.020820860300817853,0.06734994977255175,-0.0465290894717339,0.06734994977255175,-0.0465290894717339,0.25277438351922854,-0.40016772880261053,0,0,0,1,0,0,1,0,0
87,87,1962-04-01,0.5369168356997972,0.28571428571428564,4.5,0.27845812403279563,0.0,0.27845812403279563,0.05609541716186204,0.2223627068709336,0.05609541716186204,0.2223627068709336,0.2613240418118466,0.0,0.2613240418118466,0.0404510200973577,0.2208730217144889,-0.011448585890656988,0.2727726277025036,0.2785514260478848,0.0,0.2785514260478848,0.05609524276263538,0.2224561832852494,0.05609524276263538,0.2224561832852494,0.2821511924981606,0.0,0.2821511924981606,0.055890090000889674,0.22626110249727094,0.055890090000889674,0.22626110249727094,-0.39101037450630677,-0.40016772880261053,1,0,0,0,0,1,0,0,0
88,88,1962-05-01,0.543002028397566,-0.11111111111111113,3.3,-0.11836727279260115,0.0,-0.11836727279260115,0.010035803389079456,-0.1284030761816806,0.010035803389079456,-0.1284030761816806,-0.39682539682539675,0.0,-0.39682539682539675,-0.014100352048790484,-0.38272504477660624,-0.04605961377278256,-0.3507657830526142,-0.11825860479159701,0.0,-0.11825860479159701,0.010050994975767743,-0.12830959976736475,0.010050994975767743,-0.12830959976736475,-0.11467152201695509,0.0,-0.11467152201695509,0.009816349395558666,-0.12448787141251376,0.009816349395558666,-0.12448787141251376,-0.39101037450630677,0.24564751669071144,0,1,0,0,0,0,1,0,0
89,89,1962-06-01,0.549290060851927,0.010416666666666734,3.4,0.003160504985176723,0.0,0.003160504985176723,0.07584992933910008,-0.07268942435392335,0.07584992933910008,-0.07268942435392335,0.12152777777777787,0.0,0.12152777777777787,0.0008562918634286236,0.12067148591434924,0.06581412595002063,0.05571365182775724,0.0032850511716262763,0.0,0.0032850511716262763,0.07588099911123379,-0.07259594793960751,0.07588099911123379,-0.07259594793960751,0.006855476079880437,0.0,0.006855476079880437,0.07561252103595725,-0.06875704495607682,0.07561252103595725,-0.06875704495607682,0.25277438351922854,0.8914627621840334,1,0,0,0,0,0,0,1,0
90,90,1962-07-01,0.5553752535496957,0.07216494845360819,4.1,0.06490878677211817,0.0,0.06490878677211817,0.0459636826257663,0.018945104146351872,0.0459636826257663,0.018945104146351872,0.06174828178694145,0.0,0.06174828178694145,-0.0028182933128058857,0.06456657509974734,-0.029886246713333786,0.09163452850027523,0.06504869894448266,0.0,0.06504869894448266,0.046010118383814955,0.019038580560667706,0.046010118383814955,0.019038580560667706,0.06859953516033625,0.0,0.06859953516033625,0.0457056195421679,0.02289391561816835,0.0457056195421679,0.02289391561816835,0.8965591415447639,0.24564751669071144,0,1,0,0,0,0,0,1,0
91,91,1962-08-01,0.5616632860040568,0.1538461538461539,5.7,0.1465899921646639,0.0,0.1465899921646639,-0.010896649277893421,0.1574866414425573,-0.010896649277893421,0.1574866414425573,0.08168120539254572,0.0,0.08168120539254572,-0.020460997427317794,0.10214220281986353,-0.04996515509212999,0.1316463604846757,0.1467457825224738,0.0,0.1467457825224738,-0.010927890548642943,0.15767367307111674,-0.010927890548642943,0.15767367307111674,0.15027276057039363,0.0,0.15027276057039363,-0.010565345129487239,0.16083810569988086,-0.010565345129487239,0.16083810569988086,0.25277438351922854,0.8914627621840334,0,0,1,0,0,0,1,0,0
92,92,1962-09-01,0.5679513184584178,-0.07500000000000007,4.8,-0.08225616168149008,0.0,-0.08225616168149008,0.003336386023311113,-0.0855925477048012,0.003336386023311113,-0.0855925477048012,-0.22884615384615398,0.0,-0.22884615384615398,0.0404510200973577,-0.26929717394351166,0.014233035301204537,-0.24307918914735852,-0.08208449313823474,0.0,-0.08208449313823474,0.003321022938007029,-0.08540551607624176,0.003321022938007029,-0.08540551607624176,-0.07858508233792802,0.0,-0.07858508233792802,0.003664872223649497,-0.08224995456157752,0.003664872223649497,-0.08224995456157752,0.8965591415447639,-1.0459829742959326,0,0,1,0,0,0,0,0,1
93,93,1962-10-01,0.5740365111561866,0.01801801801801806,5.0,0.010761856336528049,0.0,0.010761856336528049,-0.031628582947411395,0.04239043928393944,-0.031628582947411395,0.04239043928393944,0.09301801801801812,0.0,0.09301801801801812,-0.014100352048790484,0.1071183700668086,-0.03496496897072251,0.12798298698874064,0.010948890865698325,0.0,0.010948890865698325,-0.03162858004680055,0.042577470912498874,-0.03162858004680055,0.042577470912498874,0.014418060465888618,0.0,0.014418060465888618,-0.0313060097843529,0.045724070250241514,-0.0313060097843529,0.045724070250241514,-1.034795132531842,-1.0459829742959326,0,0,0,0,1,0,0,1,0
94,94,1962-11-01,0.5803245436105476,-0.19469026548672563,2.8,-0.20194642716821565,0.0,-0.20194642716821565,-0.11923454084226534,-0.0827118863259503,-0.11923454084226534,-0.0827118863259503,-0.2127082835047437,0.0,-0.2127082835047437,0.0008562918634286236,-0.2135645753681723,-0.08760595789485395,-0.12510232560988974,-0.20174351445359995,0.0,-0.20174351445359995,-0.11921865975620906,-0.08252485469739089,-0.11921865975620906,-0.08252485469739089,-0.19830930882273085,0.0,-0.19830930882273085,-0.11892140274487781,-0.07938790607785304,-0.11892140274487781,-0.07938790607785304,-1.034795132531842,-1.6917982197892545,0,0,0,1,0,0,0,0,1
95,95,1962-12-01,0.5864097363083164,0.010989010989010992,2.9,0.003732849307520981,0.0,0.003732849307520981,-0.09336251326456961,0.09709536257209059,-0.09336251326456961,0.09709536257209059,0.20567927647573664,0.0,0.20567927647573664,-0.0028182933128058857,0.20849756978854253,0.025872027577695723,0.17980724889804092,0.0039511280080516175,0.0,0.0039511280080516175,-0.0933312661925984,0.09728239420065002,-0.0933312661925984,0.09728239420065002,0.007347871304034751,0.0,0.007347871304034751,-0.09306175488364608,0.10040962618768083,-0.09306175488364608,0.10040962618768083,-1.6785798905573774,-0.40016772880261053,0,0,1,0,0,0,0,0,1
96,96,1963-01-01,0.5926977687626774,-0.13043478260869568,1.7,-0.1376909442901857,0.0,-0.1376909442901857,-0.045453228768752976,-0.09223771552143271,-0.045453228768752976,-0.09223771552143271,-0.14142379359770668,0.0,-0.14142379359770668,-0.020460997427317794,-0.12096279617038888,0.04175883081131097,-0.18318262440901764,-0.13745678740420963,0.0,-0.13745678740420963,-0.04549964746844742,-0.09195713993576221,-0.04549964746844742,-0.09195713993576221,-0.13410253503436328,0.0,-0.13410253503436328,-0.04563474448641186,-0.08846779054795142,-0.04563474448641186,-0.08846779054795142,-0.39101037450630677,-1.0459829742959326,0,0,0,1,0,0,0,0,1
97,97,1963-02-01,0.5989858012170386,0.18750000000000003,3.2,0.18024383831851,0.0,0.18024383831851,0.023765586344338414,0.1564782519741716,0.023765586344338414,0.1564782519741716,0.3179347826086957,0.0,0.3179347826086957,0.0404510200973577,0.277483762511338,0.06921881511309139,0.2487159674956043,0.1804938733899315,0.0,0.1804938733899315,0.023735045830089403,0.1567588275598421,0.023735045830089403,0.1567588275598421,0.18380175974882473,0.0,0.18380175974882473,0.023579166463807227,0.1602225932850175,0.023579166463807227,0.1602225932850175,-1.034795132531842,-0.40016772880261053,0,0,0,1,0,0,1,0,0
98,98,1963-03-01,0.6046653144016227,-0.05263157894736841,2.7,-0.05988774062885842,0.0,-0.05988774062885842,0.06754400305251901,-0.12743174368137744,0.06754400305251901,-0.12743174368137744,-0.24013157894736845,0.0,-0.24013157894736845,-0.014100352048790484,-0.22603122689857796,0.043778416708180605,-0.28390999565554903,-0.05962336397058299,0.0,-0.05962336397058299,0.06752795046784694,-0.12715131443842992,0.06752795046784694,-0.12715131443842992,-0.056360715284830026,0.0,-0.056360715284830026,0.06734994977255175,-0.12371066505738178,0.06734994977255175,-0.12371066505738178,-0.39101037450630677,-0.40016772880261053,0,0,0,1,0,1,0,0,0
99,99,1963-04-01,0.6109533468559838,0.03333333333333331,3.0,0.0260771716518433,0.0,0.0260771716518433,0.05609541716186204,-0.030018245510018738,0.05609541716186204,-0.030018245510018738,0.08596491228070172,0.0,0.08596491228070172,0.0008562918634286236,0.08510862041727309,-0.011448585890656988,0.0974134981713587,0.026357426495564162,0.0,0.026357426495564162,0.05609524276263538,-0.02973781626707122,0.05609524276263538,-0.02973781626707122,0.029566241083862695,0.0,0.029566241083862695,0.055890090000889674,-0.02632384891702698,0.055890090000889674,-0.02632384891702698,-0.39101037450630677,-0.40016772880261053,0,1,0,0,0,1,0,0,0
100,100,1963-05-01,0.6170385395537525,0.04301075268817205,3.4,0.035754591006682046,0.0,0.035754591006682046,0.010035803389079456,0.02571878761760259,0.010035803389079456,0.02571878761760259,0.009677419354838741,0.0,0.009677419354838741,-0.0028182933128058857,0.012495712667644626,-0.04605961377278256,0.0557370331276213,0.03605021183631783,0.0,0.03605021183631783,0.010050994975767743,0.025999216860550088,0.010050994975767743,0.025999216860550088,0.03920314668253725,0.0,0.03920314668253725,0.009816349395558666,0.029386797286978586,0.009816349395558666,0.029386797286978586,-0.39101037450630677,0.8914627621840334,1,0,0,0,0,0,0,0,1
101,101,1963-06-01,0.6233265720081136,0.04123711340206182,3.8,0.033980951720571806,0.0,0.033980951720571806,0.07584992933910008,-0.04186897761852827,0.07584992933910008,-0.04186897761852827,-0.0017736392861102332,0.0,-0.0017736392861102332,-0.020460997427317794,0.01868735814120756,0.06581412595002063,-0.06758776523613086,0.034292450735653034,0.0,0.034292450735653034,0.07588099911123379,-0.04158854837558076,0.07588099911123379,-0.04158854837558076,0.03738370214233636,0.0,0.03738370214233636,0.07561252103595725,-0.03822881889362089,0.07561252103595725,-0.03822881889362089,0.8965591415447639,0.24564751669071144,1,0,0,0,0,0,0,1,0
102,102,1963-07-01,0.6294117647058823,0.11881188118811883,5.0,0.11155571950662882,0.0,0.11155571950662882,0.0459636826257663,0.06559203688086251,0.0459636826257663,0.06559203688086251,0.07757476778605701,0.0,0.07757476778605701,0.0404510200973577,0.03712374768869931,-0.029886246713333786,0.1074610144993908,0.11188258450762498,0.0,0.11188258450762498,0.046010118383814955,0.06587246612381002,0.046010118383814955,0.06587246612381002,0.11491029701774333,0.0,0.11491029701774333,0.0457056195421679,0.06920467747557543,0.0457056195421679,0.06920467747557543,0.25277438351922854,0.24564751669071144,0,0,0,1,0,0,0,1,0
103,103,1963-08-01,0.6356997971602434,-0.017699115044247826,4.8,-0.024955276725737836,0.0,-0.024955276725737836,-0.010896649277893421,-0.014058627447844415,-0.010896649277893421,-0.014058627447844415,-0.13651099623236665,0.0,-0.13651099623236665,-0.014100352048790484,-0.12241064418357617,-0.04996515509212999,-0.08654584114023667,-0.024612533539296252,0.0,-0.024612533539296252,-0.010927890548642943,-0.01368464299065331,-0.010927890548642943,-0.01368464299065331,-0.021654484045903123,0.0,-0.021654484045903123,-0.010565345129487239,-0.011089138916415884,-0.010565345129487239,-0.011089138916415884,0.25277438351922854,-0.40016772880261053,0,0,1,0,0,0,1,0,0
104,104,1963-09-01,0.6419878296146044,0.009009009009009068,4.9,0.001752847327519057,0.0,0.001752847327519057,0.003336386023311113,-0.0015835386957920557,0.003336386023311113,-0.0015835386957920557,0.02670812405325689,0.0,0.02670812405325689,0.0008562918634286236,0.02585183218982827,0.014233035301204537,0.012475088752052355,0.0021114686994060695,0.0,0.0021114686994060695,0.003321022938007029,-0.0012095542386009596,0.003321022938007029,-0.0012095542386009596,0.004995750071067817,0.0,0.004995750071067817,0.003664872223649497,0.0013308778474183198,0.003664872223649497,0.0013308778474183198,-0.39101037450630677,-1.0459829742959326,0,0,1,0,0,0,0,1,0
105,105,1963-10-01,0.6480730223123732,-0.12500000000000003,3.5,-0.13225616168149004,0.0,-0.13225616168149004,-0.031628582947411395,-0.10062757873407865,-0.031628582947411395,-0.10062757873407865,-0.13400900900900908,0.0,-0.13400900900900908,-0.0028182933128058857,-0.1311907156962032,-0.03496496897072251,-0.09904404003828657,-0.1318821743236881,0.0,-0.1318821743236881,-0.03162858004680055,-0.10025359427688754,-0.03162858004680055,-0.10025359427688754,-0.12907322174434263,0.0,-0.12907322174434263,-0.0313060097843529,-0.09776721195998973,-0.0313060097843529,-0.09776721195998973,-1.034795132531842,-1.0459829742959326,0,0,0,0,1,0,0,1,0
106,106,1963-11-01,0.6543610547667342,-0.10204081632653061,2.5,-0.10929697800802063,0.0,-0.10929697800802063,-0.11923454084226534,0.009937562834244712,-0.11923454084226534,0.009937562834244712,0.022959183673469413,0.0,0.022959183673469413,-0.020460997427317794,0.04342018110078721,-0.08760595789485395,0.11056514156832337,-0.10890711246477325,0.0,-0.10890711246477325,-0.11921865975620906,0.01031154729143581,-0.11921865975620906,0.01031154729143581,-0.10618010400451042,0.0,-0.10618010400451042,-0.11892140274487781,0.01274129874036739,-0.11892140274487781,0.01274129874036739,-1.034795132531842,-1.6917982197892545,0,0,1,0,0,0,0,0,1
107,107,1963-12-01,0.6604462474645031,-0.01136363636363639,2.4,-0.018619798045126403,0.0,-0.018619798045126403,-0.09336251326456961,0.0747427152194432,-0.09336251326456961,0.0747427152194432,0.09067717996289422,0.0,0.09067717996289422,0.0404510200973577,0.05022615986553652,0.025872027577695723,0.06480515238519849,-0.018214566515964096,0.0,-0.018214566515964096,-0.0933312661925984,0.07511669967663431,-0.0933312661925984,0.07511669967663431,-0.015570862120506238,0.0,-0.015570862120506238,-0.09306175488364608,0.07749089276313985,-0.09306175488364608,0.07749089276313985,-1.6785798905573774,-1.0459829742959326,0,0,1,0,0,0,0,0,1
108,108,1964-01-01,0.6667342799188641,-0.09195402298850573,1.6,-0.09921018466999575,0.0,-0.09921018466999575,-0.045453228768752976,-0.05375695590124277,-0.045453228768752976,-0.05375695590124277,-0.08059038662486934,0.0,-0.08059038662486934,-0.014100352048790484,-0.06649003457607885,0.04175883081131097,-0.1223492174361803,-0.09878907495538801,0.0,-0.09878907495538801,-0.04549964746844742,-0.05328942748694059,-0.04549964746844742,-0.05328942748694059,-0.0962356209114715,0.0,-0.0962356209114715,-0.04563474448641186,-0.05060087642505964,-0.04563474448641186,-0.05060087642505964,-1.034795132531842,-1.0459829742959326,0,0,0,1,0,1,0,0,0
109,109,1964-02-01,0.6730223123732252,0.08860759493670883,2.3,0.08135143325521882,0.0,0.08135143325521882,0.023765586344338414,0.05758584691088041,0.023765586344338414,0.05758584691088041,0.18056161792521458,0.0,0.18056161792521458,0.0008562918634286236,0.17970532606178596,0.06921881511309139,0.11134280281212319,0.08178842115527199,0.0,0.08178842115527199,0.023735045830089403,0.058053375325182587,0.023735045830089403,0.058053375325182587,0.08424735373750399,0.0,0.08424735373750399,0.023579166463807227,0.06066818727369676,0.023579166463807227,0.06066818727369676,-1.034795132531842,-0.40016772880261053,0,0,0,1,0,0,1,0,0
110,110,1964-03-01,0.6789046653144016,0.0232558139534884,2.5,0.01599965227199839,0.0,0.01599965227199839,0.06754400305251901,-0.05154435078052062,0.06754400305251901,-0.05154435078052062,-0.06535178098322043,0.0,-0.06535178098322043,-0.0028182933128058857,-0.06253348767041454,0.043778416708180605,-0.10913019769140103,0.016451493958435988,0.0,0.016451493958435988,0.06752795046784694,-0.05107645650941096,0.06752795046784694,-0.05107645650941096,0.018818106776825563,0.0,0.018818106776825563,0.06734994977255175,-0.04853184299572619,0.06734994977255175,-0.04853184299572619,-0.39101037450630677,-0.40016772880261053,1,0,0,0,0,0,1,0,0
111,111,1964-04-01,0.6851926977687627,0.06818181818181818,3.1,0.06092565650032816,0.0,0.06092565650032816,0.05609541716186204,0.004830239338466123,0.05609541716186204,0.004830239338466123,0.04492600422832978,0.0,0.04492600422832978,-0.020460997427317794,0.06538700165564756,-0.011448585890656988,0.05637459011898677,0.06139337637221119,0.0,0.06139337637221119,0.05609524276263538,0.00529813360957581,0.05609524276263538,0.00529813360957581,0.06365710551404417,0.0,0.06365710551404417,0.055890090000889674,0.0077670155131545,0.055890090000889674,0.0077670155131545,-0.39101037450630677,0.24564751669071144,0,1,0,0,0,1,0,0,0
112,112,1964-05-01,0.6912778904665314,0.04255319148936171,3.5,0.035297029807871694,0.0,0.035297029807871694,0.010035803389079456,0.025261226418792238,0.010035803389079456,0.025261226418792238,-0.02562862669245647,0.0,-0.02562862669245647,0.0404510200973577,-0.06607964678981418,-0.04605961377278256,0.02043098708032609,0.03578011566566966,0.0,0.03578011566566966,0.010050994975767743,0.025729120689901915,0.010050994975767743,0.025729120689901915,0.037940119628883585,0.0,0.037940119628883585,0.009816349395558666,0.02812377023332492,0.009816349395558666,0.02812377023332492,0.25277438351922854,0.8914627621840334,0,1,0,0,0,1,0,0,0
113,113,1964-06-01,0.6975659229208925,0.10204081632653059,4.5,0.09478465464504057,0.0,0.09478465464504057,0.07584992933910008,0.018934725305940495,0.07584992933910008,0.018934725305940495,0.05948762483716888,0.0,0.05948762483716888,-0.014100352048790484,0.07358797688595936,0.06581412595002063,-0.006326501112851754,0.09528361868828396,0.0,0.09528361868828396,0.07588099911123379,0.019402619577050167,0.07588099911123379,0.019402619577050167,0.09733210822221475,0.0,0.09733210822221475,0.07561252103595725,0.021719587186257494,0.07561252103595725,0.021719587186257494,0.8965591415447639,0.8914627621840334,1,0,0,0,0,0,0,1,0
114,114,1964-07-01,0.7036511156186612,0.11111111111111117,5.7,0.10385494942962116,0.0,0.10385494942962116,0.0459636826257663,0.05789126680385486,0.0459636826257663,0.05789126680385486,0.009070294784580588,0.0,0.009070294784580588,0.0008562918634286236,0.008214002921151963,-0.029886246713333786,0.038956541497914374,0.10436927945877948,0.0,0.10436927945877948,0.046010118383814955,0.05835916107496453,0.046010118383814955,0.05835916107496453,0.10630562845575545,0.0,0.10630562845575545,0.0457056195421679,0.06060000891358755,0.0457056195421679,0.06060000891358755,0.8965591415447639,0.24564751669071144,1,0,0,0,0,0,1,0,0
115,115,1964-08-01,0.7099391480730223,-0.05833333333333336,5.0,-0.06558949501482338,0.0,-0.06558949501482338,-0.010896649277893421,-0.05469284573692995,-0.010896649277893421,-0.05469284573692995,-0.16944444444444454,0.0,-0.16944444444444454,-0.0028182933128058857,-0.16662615113163864,-0.04996515509212999,-0.11947928935231455,-0.06505928680021962,0.0,-0.06505928680021962,-0.010927890548642943,-0.054131396251576674,-0.010927890548642943,-0.054131396251576674,-0.06324321322036083,0.0,-0.06324321322036083,-0.010565345129487239,-0.052677868090873596,-0.010565345129487239,-0.052677868090873596,0.25277438351922854,0.24564751669071144,0,0,1,0,0,0,0,1,0
116,116,1964-09-01,0.7162271805273833,-0.035398230088495616,4.6,-0.04265439176998563,0.0,-0.04265439176998563,0.003336386023311113,-0.045990777793296744,0.003336386023311113,-0.045990777793296744,0.022935103244837746,0.0,0.022935103244837746,-0.020460997427317794,0.04339610067215554,0.014233035301204537,0.008702067943633209,-0.04210830536993645,0.0,-0.04210830536993645,0.003321022938007029,-0.045429328307943474,0.003321022938007029,-0.045429328307943474,-0.040417009422528724,0.0,-0.040417009422528724,0.003664872223649497,-0.04408188164617822,0.003664872223649497,-0.04408188164617822,0.25277438351922854,-1.0459829742959326,0,0,0,0,1,0,0,1,0
117,117,1964-10-01,0.7223123732251522,0.018348623853211014,4.8,0.011092462171721003,0.0,0.011092462171721003,-0.031628582947411395,0.0427210451191324,-0.031628582947411395,0.0427210451191324,0.05374685394170663,0.0,0.05374685394170663,0.0404510200973577,0.013295833844348924,-0.03496496897072251,0.08871182291242913,0.011653914557685113,0.0,0.011653914557685113,-0.03162858004680055,0.04328249460448567,-0.03162858004680055,0.04328249460448567,0.01322013956821965,0.0,0.01322013956821965,-0.0313060097843529,0.04452614935257255,-0.0313060097843529,0.04452614935257255,-1.034795132531842,-1.6917982197892545,0,0,1,0,0,0,0,1,0
118,118,1964-11-01,0.7286004056795132,-0.2432432432432432,2.1,-0.2504994049247332,0.0,-0.2504994049247332,-0.11923454084226534,-0.13126486408246787,-0.11923454084226534,-0.13126486408246787,-0.2615918670964542,0.0,-0.2615918670964542,-0.014100352048790484,-0.24749151504766373,-0.08760595789485395,-0.17398590920160026,-0.24992207435332367,0.0,-0.24992207435332367,-0.11921865975620906,-0.1307034145971146,-0.11921865975620906,-0.1307034145971146,-0.24848958438323634,0.0,-0.24848958438323634,-0.11892140274487781,-0.12956818163835854,-0.11892140274487781,-0.12956818163835854,-1.6785798905573774,-1.0459829742959326,0,0,1,0,0,1,0,0,0
119,119,1964-12-01,0.734685598377282,-0.08333333333333337,1.4,-0.09058949501482338,0.0,-0.09058949501482338,-0.09336251326456961,0.002773018249746226,-0.09336251326456961,0.002773018249746226,0.15990990990990983,0.0,0.15990990990990983,0.0008562918634286236,0.15905361804648122,0.025872027577695723,0.13403788233221411,-0.08999679845749892,0.0,-0.08999679845749892,-0.0933312661925984,0.003334467735099489,-0.0933312661925984,0.003334467735099489,-0.08869811090062335,0.0,-0.08869811090062335,-0.09306175488364608,0.004363643983022733,-0.09306175488364608,0.004363643983022733,-1.034795132531842,-1.0459829742959326,0,0,1,0,0,0,0,0,1
